"1",1,610694.410405034,7807112.4724057
"2",1,610551.625490764,7807143.47641178
"3",1,610407.510782652,7807167.8423758
"4",1,610262.334162484,7807185.55611781
"5",1,610116.366469163,7807196.63561014
"6",1,609969.879068402,7807201.13035776
"7",1,609823.141459321,7807199.1203353
"8",1,609676.418965894,7807190.71451475
"9",1,609529.970557232,7807176.04902816
"10",1,609384.046835254,7807155.2850178
"11",1,609238.888221841,7807128.60623225
"12",1,609094.723370333,7807096.21643033
"13",1,608951.767818621,7807058.3366557
"14",1,608810.222893526,7807015.20244395
"15",1,608670.274868877,7806967.06102055
"16",1,608532.094373042,7806914.16854326
"17",1,608395.836035813,7806856.78743629
"18",1,608261.638359681,7806795.18385676
"19",1,608129.623796646,7806729.62532605
"20",1,607999.899008943,7806660.37855133
"21",1,607872.555290279,7806587.70745508
"22",1,607747.66912332,7806511.87142329
"23",1,607625.302849162,7806433.12377674
"24",1,607505.505425228,7806351.71046443
"25",1,607388.313249242,7806267.86897323
"26",1,607273.751028647,7806181.82744418
"27",1,607161.832676794,7806093.803983
"28",1,607052.56221936,7806004.00614992
"29",1,606945.934696714,7805912.63061297
"30",1,606841.937050139,7805819.86294766
"31",1,606740.548981971,7805725.87756617
"32",1,606641.743781719,7805630.83775903
"33",1,606545.489112097,7805534.89583326
"34",1,606451.747750532,7805438.19333145
"35",1,606360.478283207,7805340.86131757
"36",1,606271.635749949,7805243.02071637
"37",1,606185.172239345,7805144.78269448
"38",1,606101.037434378,7805046.24907274
"39",1,606019.179109561,7804947.51276027
"40",1,605939.543581167,7804848.65820233
"41",1,605862.076112534,7804749.76183485
"42",1,605786.721276775,7804650.89253989
"43",1,605713.423279424,7804552.11209691
"44",1,605642.126243677,7804453.47562601
"45",1,605572.774460941,7804355.03201972
"46",1,605505.312609427,7804256.82436082
"47",1,605439.685943442,7804158.89032435
"48",1,605375.840455981,7804061.26256218
"49",1,605313.723017111,7803963.96906941
"50",1,605253.28149051,7803867.03353176
"51",1,605194.464830379,7803770.4756539
"52",1,605137.223160811,7803674.31146857
"53",1,605081.50783956,7803578.55362676
"54",1,605027.271507976,7803483.21166932
"55",1,604974.468128763,7803388.29228048
"56",1,604923.053013057,7803293.79952398
"57",1,604872.982838176,7803199.73506243
"58",1,604824.215657299,7803106.09836065
"59",1,604776.710902184,7803012.8868738
"60",1,604730.429379932,7802920.09622115
"61",1,604685.333264698,7802827.72034612
"62",1,604641.386085171,7802735.75166359
"63",1,604598.552708528,7802644.18119514
"64",1,604556.799321516,7802552.99869303
"65",1,604516.093409224,7802462.19275367
"66",1,604476.403732049,7802371.75092116
"67",1,604437.700301311,7802281.65978187
"68",1,604399.95435389,7802191.90505036
"69",1,604363.138326241,7802102.47164751
"70",1,604327.225828088,7802013.34377131
"71",1,604292.191616048,7801924.50496095
"72",1,604258.011567433,7801835.93815455
"73",1,604224.66265441,7801747.62574128
"74",1,604192.122918701,7801659.54960807
"75",1,604160.371446981,7801571.69118148
"76",1,604129.388347087,7801484.03146503
"77",1,604099.154725162,7801396.55107249
"78",1,604069.65266383,7801309.23025729
"79",1,604040.865201486,7801222.04893855
"80",1,604012.776312771,7801134.98672393
"81",1,603985.370890301,7801048.02292955
"82",1,603958.634727703,7800961.13659735
"83",1,603932.554504008,7800874.30651003
"84",1,603907.117769448,7800787.51120388
"85",1,603882.312932691,7800700.72897962
"86",1,603858.129249563,7800613.93791159
"87",1,603834.55681328,7800527.11585529
"88",1,603811.586546222,7800440.24045369
"89",1,603789.210193305,7800353.28914225
"90",1,603767.420316943,7800266.23915299
"91",1,603746.21029368,7800179.06751768
"92",1,603725.574312481,7800091.75107035
"93",1,603705.507374751,7800004.26644927
"94",1,603686.005296104,7799916.59009854
"95",1,603667.064709913,7799828.69826941
"96",1,603648.683072705,7799740.56702162
"97",1,603630.858671425,7799652.17222475
"98",1,603613.590632616,7799563.48955984
"99",1,603596.878933582,7799474.4945214
"100",1,603580.724415561,7799385.16242009
"101",1,603565.128798987,7799295.46838605
"102",1,603550.094700884,7799205.38737329
"103",1,603535.625654452,7799114.8941652
"104",1,603521.726130921,7799023.96338145
"105",1,603508.401563732,7798932.56948651
"106",1,603495.658375105,7798840.68680003
"107",1,603483.504005077,7798748.28950934
"108",1,603471.946943079,7798655.35168436
"109",1,603460.996762111,7798561.8472953
"110",1,603450.6641556,7798467.75023333
"111",1,603440.960977002,7798373.03433474
"112",1,603431.900282218,7798277.67340892
"113",1,603423.496374881,7798181.64127056
"114",1,603415.764854578,7798084.9117766
"115",1,603408.722668047,7797987.45886837
"116",1,603402.388163387,7797889.25661947
"117",1,603396.781147312,7797790.27928998
"118",1,603391.922945444,7797690.50138773
"119",1,603387.83646564,7797589.89773705
"120",1,603384.546264318,7797488.44355602
"121",1,603382.0786157,7797386.11454282
"122",1,603380.461583879,7797282.88697209
"123",1,603379.725097567,7797178.73780213
"124",1,603379.901027321,7797073.64479394
"125",1,603381.023264996,7796967.58664309
"126",1,603383.127805118,7796860.54312545
"127",1,603386.252827764,7796752.49525793
"128",1,603390.438782483,7796643.42547526
"129",1,603395.72847266,7796533.31782422
"130",1,603402.167139639,7796422.15817631
"131",1,603409.802545759,7796309.93446019
"132",1,603418.685055352,7796196.63691521
"133",1,603428.867712547,7796082.2583671
"134",1,603440.406314577,7795966.79452711
"135",1,603453.359479062,7795850.24431569
"136",1,603467.788703536,7795732.61021176
"137",1,603483.758415247,7795613.89862825
"138",1,603501.336008978,7795494.12031492
"139",1,603520.591870392,7795373.29078853
"140",1,603541.599382093,7795251.43079068
"141",1,603564.434909279,7795128.56677298
"142",1,603589.177761573,7795004.73140877
"143",1,603615.910127276,7794879.96413003
"144",1,603644.716975983,7794754.31168754
"145",1,603675.685925203,7794627.82873146
"146",1,603708.907066341,7794500.57840866
"147",1,603744.472745182,7794372.63297196
"148",1,603782.477291832,7794244.07439565
"149",1,603823.016694975,7794114.99498982
"150",1,603866.188215327,7793985.49800523
"151",1,603912.089933282,7793855.69821845
"152",1,603960.820226064,7793725.72248585
"153",1,604012.477170146,7793595.71025295
"154",1,604067.157865439,7793465.81400451
"155",1,604124.957678661,7793336.19963867
"156",1,604185.969404536,7793207.04674734
"157",1,604250.282345015,7793078.54878363
"158",1,604317.981308511,7792950.91309608
"159",1,604389.145533342,7792824.36080902
"160",1,604463.84754202,7792699.12652827
"161",1,604542.151935806,7792575.45785185
"162",1,604624.114141951,7792453.61466679
"163",1,604709.779129204,7792333.86821538
"164",1,604799.180110467,7792216.49991701
"165",1,604892.337254643,7792101.79993625
"166",1,604989.256432789,7791990.06549253
"167",1,605089.928026352,7791881.59891331
"168",1,605194.325827422,7791776.70543933
"169",1,605302.406062339,7791675.69079856
"170",1,605414.10657055,7791578.85857346
"171",1,605529.346170026,7791486.50739519
"172",1,605648.024238839,7791398.92800605
"173",1,605770.020539424,7791316.40024015
"174",1,605895.195307747,7791239.18997827
"175",1,606023.38962396,7791167.54613902
"176",1,606154.426074415,7791101.69777162
"177",1,606288.109707254,7791041.85131706
"178",1,606424.229275489,7790988.18810358
"179",1,606562.558752953,7790940.86213852
"180",1,606702.859100026,7790899.99825289
"181",1,606844.880248101,7790865.69064602
"182",1,606988.363264779,7790838.00186738
"183",1,607133.042656014,7790816.96226054
"184",1,607278.648757316,7790802.56988056
"185",1,607424.910163736,7790794.79088295
"186",1,607571.556147901,7790793.56036856
"187",1,607718.319016772,7790798.78365607
"188",1,607864.936360971,7790810.33794295
"189",1,608011.153155241,7790828.074306
"190",1,608156.723674603,7790851.81998583
"191",1,608301.413197668,7790881.38089468
"192",1,608444.999476023,7790916.544285
"193",1,608587.27395624,7790957.08151616
"194",1,608728.042748518,7791002.75085896
"195",1,608867.127342958,7791053.30028178
"196",1,609004.365080766,7791108.47016784
"197",1,609139.609393036,7791167.99591938
"198",1,609272.72982415,7791231.61041248
"199",1,609403.611860177,7791299.04627321
"200",1,609532.156584888,7791370.03795392
"201",1,609658.280187345,7791444.32359532
"202",1,609781.913345418,7791521.6466669
"203",1,609903.00050922,7791601.75738415
"204",1,610021.499107476,7791684.41390602
"205",1,610137.378698367,7791769.38332055
"206",1,610250.620084518,7791856.44242975
"207",1,610361.214409776,7791945.37834747
"208",1,610469.162253161,7792035.9889258
"209",1,610574.472733203,7792128.08302642
"210",1,610677.162633647,7792221.48065406
"211",1,610777.255559452,7792316.01296896
"212",1,610874.781130064,7792411.52219504
"213",1,610969.774215187,7792507.86143935
"214",1,611062.274216726,7792604.89443798
"215",1,611152.324399178,7792702.49524189
"216",1,611239.971269619,7792800.54785519
"217",1,611325.264007405,7792898.94583726
"218",1,611408.253942956,7792997.5918784
"219",1,611488.994084299,7793096.39735799
"220",1,611567.538689572,7793195.28189243
"221",1,611643.942883323,7793294.1728795
"222",1,611718.262314157,7793393.00504442
"223",1,611790.552851135,7793491.71999218
"224",1,611860.870316211,7793590.26576962
"225",1,611929.270250007,7793688.59644035
"226",1,611995.807708197,7793786.67167467
"227",1,612060.537085886,7793884.45635606
"228",1,612123.51196742,7793981.92020566
